Monthly Plan ID,ID,Project Key,Project Name,Activity,Activity Details,Status,Created On,Created By,Start Date,End Date
"""MP-2024-000226""","""1700""",n.a,CRZBNF-APF,Follow-up,Follow up increase the organic farming ,Ongoing,25:23.8,sankaraiah@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000227""","""1701""",n.a,CRZBNF-APF,Issues Follow-up,Issues follow up regarding farmers ,Ongoing,27:23.1,sankaraiah@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000228""","""1702""",n.a,CRZBNF-APF,Meeting,Conduct meeting with 20 farmers ,Ongoing,28:44.1,sankaraiah@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000229""","""1703""",n.a,CRZBNF-APF,FFS,Conduct FFs in Paddy ,Ongoing,30:04.2,sankaraiah@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000230""","""1704""",n.a,CRZBNF-APF,Field Visit,Field's visit in T.Sundupalli,Ongoing,31:23.3,sankaraiah@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000231""","""1705""",n.a,CRZBNF-APF,Field Visit,Field's visit ,Ongoing,33:09.2,sankaraiah@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000232""","""1706""",n.a,CRZBNF-APF,Follow-up,"Farmers issues follow up regarding crops,and development services ",Ongoing,34:53.3,sankaraiah@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000233""","""1707""",ERP046,ERP & IT,Followup & Coordination,"erp.Fpohub.com Maintenance and  Creating Items and as Required by FPos, Coordinate with CEOs and Accountants on Update Entries.",Ongoing,33:06.8,srikanth@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000233""","""1708""",ERP046,ERP & IT,Followup & Coordination,Checking & Maintenance of website Updates.,Ongoing,33:06.8,srikanth@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000233""","""1709""",SFA154,SFAC - CBBO,Followup & Coordination,"Updating FPOs Data With Services and Business (in Qty), South Telangana MIS Report on Accounts Status as on ERP Sheet & Central Telangana MIS Report on Accounts Status as on ERP Sheets. Coordinate with Field team for  Update sheets.",Ongoing,33:06.8,srikanth@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000233""","""1710""",ERP046,ERP & IT,Training,Training Planning for Costal AP FPOs on ERP @KSA.,New,33:06.8,srikanth@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000233""","""1711""",ERP046,ERP & IT,Training,Training Planed for Telangana FPOs ,Ongoing,33:06.8,srikanth@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000233""","""1712""",CSA031,CSA Internal,Report preparation,Work done Reports and Preparing Not Done Employees liat,Ongoing,33:06.8,srikanth@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000233""","""1763""",ERP046,ERP & IT,Training,GIS Mapping training @kadiri Regarding Water Project.,New,33:06.8,srikanth@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000234""","""1713""",GEN061,Gender Responsive Seed System - IRRI,Research,"Over View of Seed Systems Study 
1. Finalizing the study outline
in consultation with IRRI - by first week of June 
",Ongoing,03:36.7,mamathag@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000234""","""1714""",GEN061,Gender Responsive Seed System - IRRI,Research,"Study of successful federations
of FPOs
1. Will complete the Conceptualization of the
study- by end of the second week of June 
",Ongoing,03:36.7,mamathag@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000234""","""1715""",GEN061,Gender Responsive Seed System - IRRI,Research,"Over View of Seed Systems Study 
1. will complete the Designing Research Tool - by the end of second week of June ",Ongoing,03:36.7,mamathag@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000234""","""1716""",GEN061,Gender Responsive Seed System - IRRI,Research,"Study of successful federations 
1. Finalising study outline in consultation with IRRI team - 3rd week of June 
",Ongoing,03:36.7,mamathag@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000234""","""1717""",GEN061,Gender Responsive Seed System - IRRI,Research,"Over view of Seed System study 
1. Will finalize on research tool 
2. Initiate data collection by the end of JUNE. ",Ongoing,03:36.7,mamathag@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000235""","""1718""",n.a,CRZBNF-APF,Campaign,Memberships ,Ongoing,52:55.6,janardhan@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000235""","""1719""",n.a,CRZBNF-APF,Discussion,Seed source and seed production ,Ongoing,52:55.6,janardhan@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000235""","""1720""",NCD102,NCDC - CBBO,Field Visit,"Field visit and PVT trails seed, Farmers source finding ",Ongoing,52:55.6,janardhan@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000235""","""1721""",KSA088,KSA Farm,Material Transferring/Transporting,Required seed Seed source finding arrangement done ,Ongoing,52:55.6,janardhan@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000235""","""1722""",ICS078,ICS Certification,Data Collection,"Farmers aadhar nos, date of inspection, crop extent etc details taken ",Ongoing,52:55.6,janardhan@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000235""","""1723""",KIS085,Kisan Mitra,Issues Follow-up,Follow up and weekly review conduct with Kisanmitra team ,Ongoing,52:55.6,janardhan@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000235""","""1724""",n.a,CRZBNF-APF,Market Linkage,Seed marketing support to FPOs CEOs ,Ongoing,52:55.6,janardhan@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000236""","""1725""",n.a,CRZBNF-APF,Campaign,In a month every week are conducting campaign in the bio villages and nearly approching 25 familes,Ongoing,53:12.4,anithas@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000236""","""1726""",n.a,CRZBNF-APF,Data Collection,In a month every we are collecting the data from farmers and it updating every time,Ongoing,53:12.4,anithas@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000236""","""1727""",n.a,CRZBNF-APF,FFS,In a month every week  are conducting ffs in the seldcted villages,Ongoing,53:12.4,anithas@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000236""","""1728""",n.a,CRZBNF-APF,Field Visit,In a month every day we are visiting the farmeds field and visiting the fields and giving suggestions to them,Ongoing,53:12.4,anithas@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000236""","""1729""",n.a,CRZBNF-APF,Follow-up,In a month every day we are follow up the fields of the farmers ,Ongoing,53:12.4,anithas@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000236""","""1730""",n.a,CRZBNF-APF,Inspection,Every season we are doing inspection to the ics and pgs farmers field visits,Ongoing,53:12.4,anithas@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000236""","""1731""",n.a,CRZBNF-APF,Meeting,In amonth every  first week we have areview meeting with the staff and discussion with the staff,Ongoing,53:12.4,anithas@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000236""","""1732""",n.a,CRZBNF-APF,Planning,In a month we are doing planning to do field activities.,Ongoing,53:12.4,anithas@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000236""","""1733""",n.a,CRZBNF-APF,Report preparation,In a month wd are submitting the the reports to the hub,Ongoing,53:12.4,anithas@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000236""","""1734""",n.a,CRZBNF-APF,Training,In a month we are conducting 2 training in a week atleast 40 farmers will attend.,Ongoing,53:12.4,anithas@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1735""",NAB097,NABARD,Campaign,Membership mobilization ,Ongoing,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1736""",NAB097,NABARD,Data Collection,Farmers data collection and MIS portal update ,Ongoing,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1737""",NAB097,NABARD,Inspection,Fpo's inspection ,Ongoing,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1738""",NAB097,NABARD,Loan Processing,Nabkisan working capital loan ,Ongoing,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1739""",NAB097,NABARD,Market Linkage,Input business suppliers ,New,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1740""",NAB097,NABARD,Meeting,BOD and village level meetings ,Ongoing,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1741""",NAB097,NABARD,Planning,Output business and processing unit ,New,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1742""",SFA154,SFAC - CBBO,Data Collection,Farmers data collection and MIS portal update ,Ongoing,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1743""",SFA154,SFAC - CBBO,Inspection,Fpo inspection for business and accounts verification ,Ongoing,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1744""",SFA154,SFAC - CBBO,Loan Processing,Nabkisan loan for gram vehicle shceme ,New,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1745""",SFA154,SFAC - CBBO,Market Linkage,Input business suppliers ,New,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1746""",SFA154,SFAC - CBBO,Meeting,BOD and village level meetings ,Ongoing,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1747""",SFA154,SFAC - CBBO,Planning,Processing unit ,New,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000237""","""1748""",SFA154,SFAC - CBBO,Follow-up,Accounts verification and audit ,New,08:19.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1749""",NAB097,NABARD,Campaign,Membership mobilization ,Ongoing,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1750""",NAB097,NABARD,Data Collection,Farmers data collection and MIS portal update ,Ongoing,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1751""",NAB097,NABARD,Inspection,Fpo's inspection ,Ongoing,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1752""",NAB097,NABARD,Loan Processing,Nabkisan working capital loan ,Ongoing,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1753""",NAB097,NABARD,Market Linkage,Input business suppliers ,New,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1754""",NAB097,NABARD,Meeting,BOD and village level meetings ,Ongoing,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1755""",NAB097,NABARD,Planning,Output business and processing unit ,New,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1756""",SFA154,SFAC - CBBO,Data Collection,Farmers data collection and MIS portal update ,Ongoing,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1757""",SFA154,SFAC - CBBO,Inspection,Fpo inspection for business and accounts verification ,Ongoing,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1758""",SFA154,SFAC - CBBO,Loan Processing,Nabkisan loan for gram vehicle shceme ,New,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1759""",SFA154,SFAC - CBBO,Market Linkage,Input business suppliers ,New,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1760""",SFA154,SFAC - CBBO,Meeting,BOD and village level meetings ,Ongoing,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1761""",SFA154,SFAC - CBBO,Planning,Processing unit ,New,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000238""","""1762""",SFA154,SFAC - CBBO,Follow-up,Accounts verification and audit ,New,26:48.8,satyapal@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000239""","""1764""",n.a,CRZBNF-APF,Campaign,"In FPO villages we will go door to door and talk to farmers, find out the problems and call Kisan Mitra and solve them, also inform you about csa activities.",Ongoing,58:54.5,munilakshmi@csa-india.org,01-06-2024,16-05-2024
"""MP-2024-000239""","""1765""",n.a,CRZBNF-APF,Data Collection,"Field information,weekly 4cost of cultivation seed data,pgs data Data collection and report prepared,bills, data work, information,7days",Ongoing,58:54.5,munilakshmi@csa-india.org,17-05-2024,21-05-2024
"""MP-2024-000239""","""1766""",n.a,CRZBNF-APF,Field Visit,"Every day reach 5farmers and 2weeks once reach farmers 50 meeting, tarining total farmers 70 different experimental trials such as treatment of fertilizers (cow manure, poultry manure and mineral fertilizers) tested on three sorghum varieties and contour bunding technology applied to soil probes testing",Ongoing,58:54.5,munilakshmi@csa-india.org,01-06-2024,22-05-2024
"""MP-2024-000239""","""1767""",n.a,CRZBNF-APF,Follow-up,"In new 2fpos Method demonstrations 4 basically show farmers how to do something. In the method demonstration, the farmer is shown step by step how, for example, to plant seeds in line, to use a mechanical duster to control insects, or to top tobacco, Marketing manager available",Ongoing,58:54.5,munilakshmi@csa-india.org,14-06-2024,24-05-2024
"""MP-2024-000239""","""1768""",n.a,CRZBNF-APF,Meeting,"Total 4weeks meeting and new farmers increase 25 How to organise farming and pgs meeting in this meeting explained These are subsistence farming and commercial farming,",Ongoing,58:54.5,munilakshmi@csa-india.org,05-06-2024,22-05-2024
"""MP-2024-000239""","""1769""",n.a,CRZBNF-APF,Training,"10trainings These training classes are conducted on specific season topics like the use of organic fertilizers, crop water management, disease and pest control and post harvest technologies or vast topics like packages of practice,pgs,ics,seed development",Ongoing,58:54.5,munilakshmi@csa-india.org,10-06-2024,23-05-2024
"""MP-2024-000239""","""1770""",n.a,CRZBNF-APF,Report preparation,"Every month monthly ,bills prepare and work done, monthly planning submitteds",Ongoing,58:54.5,munilakshmi@csa-india.org,20-05-2024,23-05-2024
"""MP-2024-000240""","""1771""",ASC010,ASCI: Organic Farm & Business Facilitator,Report preparation,"(1) By 10th June - Before sending it off to the ASCI Team, NSFI Team, and the Project Leader, Tamara Jackson from the University of Adelaide.

(2) A photo documentation report with some brief points about the training to be drafted and shared with the CSA, KSA and Sree PVF Team. If needed, with the ASCI/NSFI Team",New,50:15.3,vinyasa@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000240""","""1772""",ASC010,ASCI: Organic Farm & Business Facilitator,Material Transferring/Transporting,"By 5th June - Compile the content for the Participants' Handbook, and the Facilitator's Guide in a Word Document and send off to NSFI.",Ongoing,50:15.3,vinyasa@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000240""","""1773""",ASC010,ASCI: Organic Farm & Business Facilitator,Travel,"Travel to Australia High Commission, New Delhi, for the Final DCASCI Review Meeting",New,50:15.3,vinyasa@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000240""","""1774""",BAF013,BAF: Building Knowledge Resources for Scaling up Agroecology,Planning,"15th June onwards - Once the ASCI Final Review in Delhi is done, start the plan, and methodology approach for the newly approved project. ",New,50:15.3,vinyasa@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000241""","""1775""",DIA038,DIAGEO: Sustainable Rice Production,Data Collection,Baseline survey in 2 mandala from Nizamabad districy,New,58:48.1,ravivarma@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000241""","""1776""",DIA038,DIAGEO: Sustainable Rice Production,Field Visit,Soil samples collection in 2mandals from Nizamabad district,New,58:48.1,ravivarma@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000241""","""1777""",IRR084,IRRI,Discussion,Discussion and finalizing the farmers fro Jangaon district for DSR farming,New,58:48.1,ravivarma@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000241""","""1778""",IRR084,IRRI,Follow-up,Follow-up with the farmers through phone calls for seed distribution and sownings dates,New,58:48.1,ravivarma@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000241""","""1779""",IRR084,IRRI,Field Visit,DSR Sowings and followup with the farmers and team,New,58:48.1,ravivarma@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000241""","""1780""",CSA031,CSA Internal,Followup & Coordination,Cotton seed distribution and followup with farmers till sowings,Ongoing,58:48.1,ravivarma@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000241""","""1781""",CSA031,CSA Internal,Field Visit,Promoting terrace garden and established terrace/urban gardens and supplying materials based on customers requirements,Ongoing,58:48.1,ravivarma@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000241""","""1782""",KSA088,KSA Farm,Field Visit,Cotton Sowings at KSA farm,Ongoing,58:48.1,ravivarma@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000242""","""1783""",KIS085,Kisan Mitra,Campaign,Reaching out to the CSA All FPO's regularly to create awareness about the Kisanmitra services through social media.,Ongoing,04:51.3,naresh@csa-india.org,01-06-2024,30-06-2024
"""MP-2024-000243""","""1784""",KIS085,Kisan Mitra,Campaign,Reaching out to the CSA All FPO's regularly to create awareness about the Kisanmitra services through social media.,Ongoing,13:20.9,naresh@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000243""","""1785""",KIS085,Kisan Mitra,Report preparation," Sending Kisan mitra Monthly reports to project leader.
- Sending reports to field team for following the cases with concerned officials.
- Sending bi weekly Kisan mitra reports to FPOs for knowing type of issues received.",Ongoing,13:20.9,naresh@csa-india.org,01-06-2024,30-06-2024
"""MP-2024-000243""","""1786""",KIS085,Kisan Mitra,Meeting,"-  Conducting Kisan Mitra Weekly review on every saturday
- Conducting Kisan Mitra review monthly 1 times regarding pending issues and calls and field updates.
- Attending monthly meetings and making reports for the same.",New,13:20.9,naresh@csa-india.org,01-06-2024,30-06-2024
"""MP-2024-000243""","""1787""",KIS085,Kisan Mitra,Issues Follow-up,Pending cases follow ups,Ongoing,13:20.9,naresh@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000243""","""1788""",KIS085,Kisan Mitra,Verification,Field updates ,New,13:20.9,naresh@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000243""","""1789""",KIS085,Kisan Mitra,Field Visit,Field visit 2nd week or 3rd week regarding meeting to officials,New,13:20.9,naresh@csa-india.org,14-06-2024,30-06-2024
"""MP-2024-000244""","""1790""",n.a,CRZBNF-APF,Campaign,4 గ్రామాలలో వాటర్ ను ఎలా తగ్గించు కొని ఉపయోగించు కోవాలని రైతుల కు అవగాహన కల్పించడం.,New,19:21.3,nagavenamma@csa-india.org,06-06-2024,25-06-2024
"""MP-2024-000244""","""1791""",n.a,CRZBNF-APF,FFS,"బయో విలేజ్ లోని ప్రధాన పంటలో 4 వారాలు పొలం బడి చేసి వారికి అవగాహన కల్పించడం.
అలాగే  4 వారాలు ప్రతి శుక్రవారం FPO గ్రూప్ లో ఆస్వైజర్ ఇవ్వడం
రైతులు ఉన్న మైన్.గ్రూప్స్ లో 8  కొత్త సమాచారం పైన అలర్ట్ మెసేజెస్ ఇవ్వడం.",Ongoing,19:21.3,nagavenamma@csa-india.org,05-06-2024,25-06-2024
"""MP-2024-000244""","""1792""",n.a,CRZBNF-APF,Field Visit,"ప్రతి రోజూ కొత్త మరియు పాత 95 మంది రైతుల పొలాలు విసిట్ చేసి పంటకు సంబంధించి సలహాలు సూచనలు ఇవ్వడం అలాగే వాటిని ఆచరించే విధంగా వారిని followup cheyadam.
ఫోన్ కాల్ ద్వారా పాత మరియు కొత్త రైతులు 100 మందికి ఫోన్ కాల్ ద్వారా మాట్లాడి వారికి FPo గురించి,ప్రకృతి వ్యవసాయ పద్ధతుల గురించి,కిసాన్ మిత్ర హెల్ప్ లైన్ గురించి తెలియ చేయడం.
రైతు సమస్యల పైన కిసాన్ మిత్ర హెల్ప్ లైన్ కు 10 మంది రైతుల తో ఫోన్ చేయించడం.",Ongoing,19:21.3,nagavenamma@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000244""","""1793""",n.a,CRZBNF-APF,Meeting,"6 విలేజ్ లెవెల్ మీటింగ్స్ ఏర్పాటు చేసి వారికి అవగాహన కల్పించడం.
Pgs group మీటింగ్స్ ఏర్పాటు చేసి వారికి సర్టిఫికేషన్ పైన అవగాహన కల్పించడం.
మంత్లీ ప్లానింగ్ అండ్ రివ్యూ మీటింగ్ హాజరు కావడం.",Ongoing,19:21.3,nagavenamma@csa-india.org,08-06-2024,25-06-2024
"""MP-2024-000244""","""1794""",n.a,CRZBNF-APF,Planning,ఈ నెలలో చేయవలసిన ఆక్టివిటీస్ పైన ప్లానింగ్ చేసుకోవడం.,Ongoing,19:21.3,nagavenamma@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000244""","""1795""",n.a,CRZBNF-APF,Training,Village level లో5  ఫ్రీ ఖరీఫ్ ప్రొడక్షన్ ట్రైనింగ్స్ కు 98 రైతులు హాజరై విధంగా చూసుకొని  వారికి ట్రైనింగ్ ఇవ్వడం.,Ongoing,19:21.3,nagavenamma@csa-india.org,15-06-2024,25-06-2024
"""MP-2024-000244""","""1796""",n.a,CRZBNF-APF,Report preparation,"మంత్లీ వర్క్ డన్, నరేటివ్ రిపోర్ట్,ప్లానింగ్ , సార్ వాళ్ళు అడిగిన రిపోర్ట్ సబ్మిట్ చేయడం.",Ongoing,19:21.3,nagavenamma@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000245""","""1797""",n.a,CRZBNF-APF,Campaign,10 village level campaign చేస్తాను ,Ongoing,21:57.8,shyamalak@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000245""","""1798""",n.a,CRZBNF-APF,Data Collection,క్లస్టర్ లొ pending ఉన్న డేటా ఎంట్రీ చెస్తాను ,Ongoing,21:57.8,shyamalak@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000245""","""1799""",n.a,CRZBNF-APF,Discussion,10  రైతు గ్రూప్స్ meeting పట్టి వారితో discussion చెస్తాను ,Ongoing,21:57.8,shyamalak@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000245""","""1800""",n.a,CRZBNF-APF,FFS,వేరుశనగ పంట పైన 4 FFS లు పెట్టుతాను ,Ongoing,21:57.8,shyamalak@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000245""","""1801""",n.a,CRZBNF-APF,Field Visit,Cluster లొ 110 ఫీల్డ్ విసిట్ చెస్తాను ,Ongoing,21:57.8,shyamalak@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000245""","""1802""",n.a,CRZBNF-APF,Follow-up,85 మంది రైతుల పొలాలు follow up చెస్తాను ,Ongoing,21:57.8,shyamalak@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000245""","""1803""",KIS085,Kisan Mitra,Issues Follow-up,Cluster లొ  10 కిసాన్ మిత్ర కాల్స్ follow up చెస్తాను ,Ongoing,21:57.8,shyamalak@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000245""","""1804""",n.a,CRZBNF-APF,Meeting,8 విలేజ్ లెవల్ మీటింగ్స్ చెస్తాను ,Ongoing,21:57.8,shyamalak@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000245""","""1805""",n.a,CRZBNF-APF,Training,10 pre kharif training చెస్తాను ,Ongoing,21:57.8,shyamalak@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000245""","""1806""",NAB098,NABARD- AP POPI,Market Linkage,2 bod meetings పెట్టుతను వారికి వేరుశెనగ పైన మార్కెట్ linkage చెస్తాను ,Ongoing,21:57.8,shyamalak@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000245""","""1807""",PRI121,PRI - Project Restore India,Meeting,Village లెవెల్ మీటింగ్ కు హెల్ప్ చెస్తాను ,Ongoing,21:57.8,shyamalak@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000245""","""1808""",RAY130,Rayalaseema Water Project.. APF,Campaign,"Door to door campaign చేస్తాను మరియు పైనా తెలిపిన అన్ని యాక్టివిటీస్ RWI ప్రాజెక్ట్ లో చెస్తాను తరువాత నీళ్లు, బీడు భూముల కోసం కూడ పని చెస్తాను ",New,21:57.8,shyamalak@csa-india.org,Date not recorded,Date not recorded
"""MP-2024-000246""","""1809""",n.a,CRZBNF-APF,Campaign,ఈ నెలలో 3 గ్రామా లలో  క్యాంపైన్ చేయడం ,Ongoing,59:59.4,sivarjuna@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000246""","""1810""",n.a,CRZBNF-APF,FFS,"1నెలలో ప్రతి బుధవారం 4 వారా లు 4 పొలం బడు లు  నిర్వహించడం.
2. నెలలో 4 వారా లు  ప్రతి శుక్రవారం 4 వారాలు  క్రాప్ అడ్వైసర్ ఇవ్వడం.",Ongoing,59:59.4,sivarjuna@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000246""","""1811""",n.a,CRZBNF-APF,Field Visit,వేముల పులివెందుల fpos లో 10 గ్రామాలలో  95మంది రైతుల పొలాలు సందర్చించి  పురుగులు తెగుళ్ళు గుర్తించి వారికీ సలహాలు సూచనలు ఇవ్వటం ,Ongoing,59:59.4,sivarjuna@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000246""","""1812""",n.a,CRZBNF-APF,Meeting,నెలలో 5 గ్రామాలలో  75 మంది రైతులతో మీటింగ్స్ ఏర్పాటు చేయటం. డెమోస్ చేయించటం ,Ongoing,59:59.4,sivarjuna@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000246""","""1813""",n.a,CRZBNF-APF,Training,ఈనెలలో 8 గ్రామాలలో 235 మంది రైతులకు ఖరీఫ్ ప్రొడక్షన్ శిక్షణ ఇవ్వటం. డెమోస్ చేయించడం ❤️,Ongoing,59:59.4,sivarjuna@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000246""","""1814""",n.a,CRZBNF-APF,Report preparation,ఈ నెలలో 5 రకాల రిపోర్ట్స్ సబ్మిట్ చేయడం ,Ongoing,59:59.4,sivarjuna@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000246""","""1815""",n.a,CRZBNF-APF,Follow-up,"1.ఈనెలలో కిసాన్ మిత్ర కాల్ సెంటర్ కు 10  మంది రైతులతో కాల్ చేయించడం.
2. Pgs 5 కొత్త గ్రూప్స్ చేపించడం 
3 5 అలార్ట్ మెస్సేజెస్  ఇవ్వడం.
4.రెగ్యులర్ ఫోన్ కాల్స్ 40 మందికి చేయడం.",Ongoing,59:59.4,sivarjuna@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000246""","""1816""",NAB098,NABARD- AP POPI,Market Linkage,"1.Bod మీటింగ్ 1. ఏర్పాటు చేయడం.
2.ఇన్పుట్ బిసినెస్  100000. అవుట్ put బిసినెస్ 50 వేలు చేయడం ",Ongoing,59:59.4,sivarjuna@csa-india.org,26-05-2024,25-06-2024
"""MP-2024-000247""","""1817""",SFA154,SFAC - CBBO,Data Collection,"fpo wise business data collection for may 2024
and gst data collection ",New,27:22.5,thirupathi@csa-india.org,03-06-2024,06-06-2024
"""MP-2024-000247""","""1818""",SFA154,SFAC - CBBO,Verification,"erp verification for auditing 
kondapaka fpcl,
karshaka fpcl 
manakondur fpcl
dubbaka fpcl
kuragaya fpcl
orugallu fpcl
mahadevpru fpcl",New,27:22.5,thirupathi@csa-india.org,05-06-2024,12-06-2024
"""MP-2024-000247""","""1819""",SFA154,SFAC - CBBO,FPO visit,"fpo visit for accountant issues in erp
etigadda fpcl
huzurabad fpcl
talamadugu fpcl
",Ongoing,27:22.5,thirupathi@csa-india.org,13-06-2024,15-06-2024
"""MP-2024-000247""","""1820""",SFA154,SFAC - CBBO,Training,erp trainning to accountant for kethaki sangameshwara fpcl,New,27:22.5,thirupathi@csa-india.org,18-06-2024,19-06-2024
